3024 #ebeae7
3023 #b1aa97
3022 #8e9078
535 #636458
3033 #e3d8cc
3782 #d2bca6
3032 #b39f8b
3790 #7f6a55
3781 #6b5743
3866 #faf6f0
842 #d1baa1
841 #b69b7e
840 #9a7c5c
839 #675541
838 #594937
3072 #e6e8e8
648 #bcb4ac
647 #b0a69c
646 #877d73
645 #6e655c
844 #484848
762 #ececec
415 #d3d3d6
318 #ababab
414 #8c8c8c
168 #d1d1d1
169 #848484
317 #6c6c6c
413 #565656
3799 #424242
310 #000000
